# sequence id_previous t_previous id_current t_current
02 157 1 288 2
02 158 1 289 2
02 159 1 290 2
02 160 1 291 2
02 161 1 292 2
02 162 1 293 2
02 163 1 294 2
02 164 1 295 2
02 165 1 296 2
02 166 1 297 2
02 167 1 298 2
02 168 1 299 2
02 169 1 300 2
02 170 1 301 2
02 171 1 302 2
02 172 1 303 2
02 173 1 304 2
02 174 1 305 2
02 175 1 306 2
02 176 1 307 2
02 177 1 308 2
02 178 1 309 2
02 179 1 310 2
02 180 1 311 2
02 181 1 312 2
02 182 1 313 2
02 183 1 314 2
02 184 1 315 2
02 185 1 316 2
02 186 1 317 2
02 187 1 318 2
02 188 1 319 2
02 189 1 320 2
02 190 1 321 2
02 191 1 322 2
02 192 1 323 2
02 193 1 324 2
02 194 1 325 2
02 195 1 326 2
02 196 1 327 2
02 197 1 328 2
02 198 1 329 2
02 199 1 330 2
02 200 1 331 2
02 201 1 332 2
02 202 1 333 2
02 203 1 334 2
02 204 1 335 2
02 205 1 336 2
02 206 1 337 2
02 206 1 342 2
02 207 1 338 2
02 208 1 339 2
02 209 1 340 2
02 210 1 341 2
02 211 1 344 2
02 212 1 345 2
02 213 1 346 2
02 214 1 347 2
02 214 1 348 2
02 215 1 349 2
02 216 1 350 2
02 217 1 351 2
02 218 1 352 2
02 219 1 353 2
02 220 1 354 2
02 221 1 355 2
02 222 1 356 2
02 223 1 357 2
02 224 1 358 2
02 225 1 359 2
02 226 1 360 2
02 227 1 361 2
02 228 1 362 2
02 229 1 363 2
02 230 1 364 2
02 231 1 365 2
02 232 1 366 2
02 233 1 367 2
02 234 1 368 2
02 235 1 369 2
02 236 1 370 2
02 237 1 371 2
02 238 1 372 2
02 239 1 373 2
02 240 1 374 2
02 241 1 375 2
02 242 1 376 2
02 243 1 377 2
02 244 1 378 2
02 245 1 379 2
02 246 1 380 2
02 247 1 381 2
02 248 1 382 2
02 249 1 383 2
02 250 1 384 2
02 251 1 385 2
02 252 1 386 2
02 253 1 387 2
02 254 1 388 2
02 255 1 389 2
02 256 1 390 2
02 257 1 391 2
02 258 2 392 3
02 259 2 393 3
02 260 2 394 3
02 261 2 395 3
02 262 2 396 3
02 263 2 397 3
02 264 2 398 3
02 265 2 399 3
02 266 2 400 3
02 267 2 401 3
02 268 2 402 3
02 269 2 403 3
02 270 2 404 3
02 271 2 405 3
02 272 2 406 3
02 273 2 407 3
02 274 2 408 3
02 275 2 409 3
02 276 2 410 3
02 277 2 411 3
02 278 2 412 3
02 279 2 413 3
02 280 2 414 3
02 281 2 415 3
02 282 2 416 3
02 283 2 417 3
02 284 2 418 3
02 285 2 419 3
02 285 2 420 3
02 286 2 421 3
02 287 2 422 3
02 288 2 423 3
02 289 2 424 3
02 290 2 425 3
02 291 2 426 3
02 292 2 427 3
02 293 2 428 3
02 294 2 429 3
02 295 2 430 3
02 296 2 431 3
02 297 2 432 3
02 298 2 433 3
02 299 2 434 3
02 300 2 435 3
02 301 2 436 3
02 302 2 437 3
02 303 2 438 3
02 304 2 439 3
02 305 2 440 3
02 306 2 441 3
02 307 2 442 3
02 308 2 443 3
02 309 2 444 3
02 310 2 445 3
02 311 2 446 3
02 312 2 447 3
02 313 2 448 3
02 314 2 449 3
02 315 2 450 3
02 316 2 451 3
02 317 2 452 3
02 318 2 453 3
02 319 2 454 3
02 320 2 455 3
02 321 2 456 3
02 322 2 457 3
02 323 2 458 3
02 324 2 459 3
02 325 2 460 3
02 326 2 461 3
02 327 2 462 3
02 328 2 463 3
02 329 2 464 3
02 330 2 465 3
02 331 2 466 3
02 332 2 467 3
02 333 2 468 3
02 334 2 469 3
02 335 2 470 3
02 336 2 471 3
02 337 2 472 3
02 337 2 473 3
02 338 2 474 3
02 339 2 475 3
02 340 2 476 3
02 341 2 477 3
02 342 2 478 3
02 343 2 479 3
02 344 2 480 3
02 345 2 481 3
02 346 2 482 3
02 347 2 483 3
02 348 2 484 3
02 349 2 485 3
02 350 2 486 3
02 351 2 487 3
02 352 2 488 3
02 353 2 489 3
02 354 2 490 3
02 355 2 491 3
02 356 2 492 3
02 357 2 493 3
02 358 2 494 3
02 359 2 495 3
02 360 2 496 3
02 361 2 497 3
02 362 2 498 3
02 363 2 499 3
02 364 2 500 3
02 365 2 501 3
02 366 2 502 3
02 367 2 503 3
02 368 2 504 3
02 369 2 505 3
02 370 2 506 3
02 371 2 507 3
02 372 2 508 3
02 373 2 509 3
02 374 2 510 3
02 375 2 511 3
02 376 2 512 3
02 377 2 513 3
02 378 2 514 3
02 379 2 515 3
02 380 2 516 3
02 381 2 517 3
02 382 2 518 3
02 384 2 519 3
02 385 2 520 3
02 386 2 521 3
02 386 2 522 3
02 387 2 523 3
02 388 2 524 3
02 389 2 525 3
02 390 2 526 3
02 391 2 527 3
02 392 3 528 4
02 393 3 529 4
02 394 3 530 4
02 395 3 531 4
02 396 3 532 4
02 397 3 533 4
02 398 3 534 4
02 399 3 535 4
02 400 3 536 4
02 401 3 537 4
02 402 3 538 4
02 402 3 540 4
02 403 3 539 4
02 403 3 541 4
02 404 3 542 4
02 405 3 543 4
02 406 3 544 4
02 407 3 545 4
02 408 3 546 4
02 409 3 547 4
02 410 3 548 4
02 411 3 549 4
02 412 3 550 4
02 413 3 551 4
02 414 3 552 4
02 415 3 553 4
02 416 3 554 4
02 417 3 555 4
02 418 3 556 4
02 419 3 557 4
02 420 3 558 4
02 421 3 559 4
02 422 3 560 4
02 423 3 561 4
02 424 3 562 4
02 425 3 563 4
02 426 3 564 4
02 427 3 565 4
02 428 3 566 4
02 429 3 567 4
02 430 3 568 4
02 431 3 569 4
02 432 3 570 4
02 433 3 571 4
02 434 3 572 4
02 435 3 573 4
02 436 3 574 4
02 437 3 575 4
02 438 3 576 4
02 439 3 577 4
02 440 3 578 4
02 441 3 579 4
02 442 3 580 4
02 443 3 581 4
02 444 3 582 4
02 445 3 583 4
02 446 3 584 4
02 447 3 585 4
02 448 3 586 4
02 449 3 587 4
02 450 3 588 4
02 450 3 589 4
02 451 3 590 4
02 452 3 591 4
02 453 3 592 4
02 454 3 593 4
02 455 3 594 4
02 456 3 595 4
02 457 3 596 4
02 458 3 597 4
02 459 3 598 4
02 460 3 599 4
02 461 3 600 4
02 462 3 601 4
02 463 3 602 4
02 464 3 603 4
02 465 3 604 4
02 466 3 605 4
02 467 3 606 4
02 468 3 607 4
02 469 3 608 4
02 470 3 609 4
02 471 3 610 4
02 472 3 611 4
02 473 3 612 4
02 474 3 613 4
02 475 3 614 4
02 476 3 615 4
02 477 3 616 4
02 478 3 617 4
02 479 3 618 4
02 480 3 619 4
02 481 3 620 4
02 482 3 621 4
02 482 3 622 4
02 483 3 623 4
02 484 3 624 4
02 485 3 625 4
02 485 3 626 4
02 486 3 627 4
02 486 3 628 4
02 487 3 629 4
02 488 3 630 4
02 489 3 631 4
02 490 3 632 4
02 491 3 633 4
02 492 3 634 4
02 493 3 635 4
02 494 3 636 4
02 495 3 637 4
02 496 3 638 4
02 497 3 639 4
02 498 3 640 4
02 499 3 641 4
02 500 3 642 4
02 501 3 643 4
02 502 3 644 4
02 503 3 645 4
02 504 3 646 4
02 505 3 647 4
02 506 3 648 4
02 506 3 649 4
02 507 3 650 4
02 508 3 651 4
02 509 3 652 4
02 510 3 653 4
02 511 3 654 4
02 512 3 655 4
02 513 3 656 4
02 514 3 657 4
02 515 3 658 4
02 516 3 659 4
02 517 3 660 4
02 518 3 661 4
02 519 3 662 4
02 520 3 663 4
02 521 3 664 4
02 522 3 665 4
02 523 3 666 4
02 524 3 667 4
02 525 3 668 4
02 526 3 669 4
02 527 3 670 4
02 528 4 671 5
02 529 4 672 5
02 530 4 673 5
02 531 4 674 5
02 532 4 675 5
02 533 4 676 5
02 534 4 677 5
02 535 4 678 5
02 536 4 679 5
02 537 4 680 5
02 538 4 681 5
02 539 4 682 5
02 540 4 683 5
02 541 4 684 5
02 542 4 685 5
02 543 4 686 5
02 544 4 687 5
02 545 4 688 5
02 546 4 689 5
02 547 4 690 5
02 548 4 691 5
02 549 4 692 5
02 550 4 693 5
02 551 4 694 5
02 552 4 695 5
02 553 4 696 5
02 554 4 697 5
02 555 4 698 5
02 556 4 699 5
02 557 4 700 5
02 558 4 701 5
02 559 4 702 5
02 559 4 703 5
02 560 4 704 5
02 561 4 705 5
02 562 4 706 5
02 563 4 707 5
02 564 4 708 5
02 565 4 709 5
02 566 4 710 5
02 567 4 711 5
02 568 4 712 5
02 569 4 713 5
02 570 4 714 5
02 571 4 715 5
02 572 4 716 5
02 573 4 717 5
02 574 4 718 5
02 575 4 719 5
02 576 4 720 5
02 577 4 721 5
02 578 4 722 5
02 579 4 723 5
02 580 4 724 5
02 581 4 725 5
02 582 4 726 5
02 583 4 727 5
02 584 4 728 5
02 584 4 729 5
02 585 4 730 5
02 586 4 731 5
02 586 4 732 5
02 587 4 733 5
02 588 4 734 5
02 589 4 735 5
02 590 4 736 5
02 591 4 737 5
02 592 4 738 5
02 593 4 739 5
02 594 4 740 5
02 595 4 741 5
02 596 4 742 5
02 597 4 743 5
02 598 4 744 5
02 599 4 745 5
02 600 4 746 5
02 601 4 747 5
02 602 4 748 5
02 603 4 749 5
02 604 4 750 5
02 605 4 751 5
02 606 4 752 5
02 607 4 753 5
02 608 4 754 5
02 609 4 755 5
02 610 4 756 5
02 611 4 757 5
02 612 4 758 5
02 613 4 759 5
02 614 4 760 5
02 615 4 761 5
02 616 4 762 5
02 617 4 763 5
02 618 4 764 5
02 619 4 765 5
02 620 4 766 5
02 621 4 767 5
02 622 4 768 5
02 623 4 769 5
02 624 4 770 5
02 625 4 771 5
02 626 4 772 5
02 627 4 773 5
02 628 4 774 5
02 629 4 775 5
02 630 4 776 5
02 631 4 777 5
02 632 4 778 5
02 633 4 779 5
02 634 4 780 5
02 635 4 781 5
02 636 4 782 5
02 637 4 783 5
02 638 4 784 5
02 639 4 785 5
02 640 4 786 5
02 641 4 787 5
02 642 4 788 5
02 643 4 789 5
02 644 4 790 5
02 645 4 791 5
02 646 4 792 5
02 647 4 793 5
02 648 4 794 5
02 649 4 795 5
02 650 4 796 5
02 651 4 797 5
02 652 4 798 5
02 653 4 799 5
02 654 4 800 5
02 655 4 801 5
02 656 4 802 5
02 657 4 803 5
02 658 4 804 5
02 659 4 805 5
02 660 4 806 5
02 661 4 807 5
02 662 4 808 5
02 663 4 809 5
02 664 4 810 5
02 665 4 811 5
02 666 4 812 5
02 666 4 813 5
02 667 4 815 5
02 668 4 816 5
02 669 4 817 5
02 670 4 818 5
02 671 5 819 6
02 672 5 820 6
02 673 5 821 6
02 674 5 822 6
02 675 5 823 6
02 676 5 824 6
02 677 5 825 6
02 678 5 826 6
02 679 5 827 6
02 680 5 828 6
02 681 5 829 6
02 682 5 830 6
02 683 5 831 6
02 684 5 832 6
02 685 5 833 6
02 686 5 834 6
02 687 5 835 6
02 688 5 836 6
02 689 5 837 6
02 690 5 838 6
02 691 5 839 6
02 692 5 840 6
02 693 5 841 6
02 694 5 842 6
02 695 5 843 6
02 696 5 844 6
02 697 5 845 6
02 698 5 846 6
02 699 5 847 6
02 700 5 848 6
02 701 5 849 6
02 702 5 850 6
02 703 5 851 6
02 704 5 852 6
02 705 5 854 6
02 706 5 855 6
02 707 5 856 6
02 708 5 857 6
02 709 5 858 6
02 710 5 859 6
02 711 5 860 6
02 712 5 861 6
02 713 5 862 6
02 714 5 863 6
02 715 5 864 6
02 716 5 865 6
02 717 5 866 6
02 718 5 867 6
02 719 5 868 6
02 720 5 869 6
02 721 5 870 6
02 722 5 871 6
02 723 5 872 6
02 724 5 873 6
02 725 5 874 6
02 726 5 875 6
02 727 5 876 6
02 728 5 877 6
02 729 5 878 6
02 730 5 879 6
02 731 5 880 6
02 732 5 881 6
02 733 5 882 6
02 734 5 883 6
02 735 5 884 6
02 736 5 885 6
02 737 5 886 6
02 738 5 887 6
02 739 5 888 6
02 740 5 889 6
02 741 5 890 6
02 742 5 891 6
02 743 5 892 6
02 744 5 893 6
02 745 5 894 6
02 746 5 895 6
02 747 5 896 6
02 748 5 897 6
02 748 5 898 6
02 749 5 899 6
02 750 5 900 6
02 751 5 901 6
02 752 5 902 6
02 752 5 903 6
02 753 5 904 6
02 754 5 905 6
02 755 5 906 6
02 756 5 907 6
02 757 5 908 6
02 758 5 909 6
02 759 5 910 6
02 760 5 911 6
02 761 5 912 6
02 762 5 913 6
02 763 5 914 6
02 764 5 915 6
02 764 5 916 6
02 765 5 917 6
02 766 5 918 6
02 767 5 919 6
02 768 5 920 6
02 769 5 921 6
02 770 5 922 6
02 771 5 923 6
02 772 5 924 6
02 773 5 925 6
02 774 5 926 6
02 775 5 927 6
02 776 5 928 6
02 777 5 929 6
02 778 5 930 6
02 779 5 931 6
02 780 5 932 6
02 781 5 933 6
02 781 5 934 6
02 782 5 935 6
02 783 5 936 6
02 784 5 937 6
02 785 5 938 6
02 786 5 939 6
02 787 5 940 6
02 788 5 941 6
02 789 5 942 6
02 790 5 943 6
02 791 5 944 6
02 792 5 945 6
02 793 5 946 6
02 794 5 947 6
02 795 5 948 6
02 796 5 949 6
02 797 5 950 6
02 798 5 951 6
02 799 5 952 6
02 800 5 953 6
02 801 5 954 6
02 802 5 955 6
02 803 5 956 6
02 804 5 957 6
02 805 5 958 6
02 806 5 959 6
02 807 5 960 6
02 807 5 961 6
02 808 5 962 6
02 808 5 963 6
02 809 5 964 6
02 809 5 965 6
02 810 5 966 6
02 811 5 967 6
02 812 5 968 6
02 813 5 969 6
02 814 5 970 6
02 815 5 971 6
02 816 5 972 6
02 817 5 973 6
02 818 5 974 6
02 819 6 975 7
02 820 6 976 7
02 821 6 977 7
02 822 6 978 7
02 823 6 979 7
02 824 6 980 7
02 825 6 981 7
02 826 6 982 7
02 827 6 983 7
02 828 6 984 7
02 829 6 985 7
02 830 6 986 7
02 831 6 987 7
02 832 6 988 7
02 833 6 989 7
02 834 6 990 7
02 835 6 991 7
02 836 6 992 7
02 837 6 993 7
02 838 6 994 7
02 839 6 995 7
02 840 6 996 7
02 841 6 997 7
02 842 6 998 7
02 843 6 999 7
02 844 6 1000 7
02 845 6 1001 7
02 846 6 1002 7
02 847 6 1003 7
02 848 6 1004 7
02 849 6 1005 7
02 850 6 1006 7
02 851 6 1007 7
02 852 6 1008 7
02 853 6 1009 7
02 854 6 1010 7
02 855 6 1011 7
02 856 6 1012 7
02 857 6 1013 7
02 858 6 1014 7
02 859 6 1015 7
02 860 6 1016 7
02 861 6 1017 7
02 862 6 1018 7
02 863 6 1019 7
02 863 6 1020 7
02 864 6 1021 7
02 865 6 1022 7
02 866 6 1023 7
02 867 6 1024 7
02 868 6 1025 7
02 869 6 1026 7
02 870 6 1027 7
02 871 6 1028 7
02 872 6 1029 7
02 873 6 1030 7
02 874 6 1031 7
02 875 6 1032 7
02 876 6 1033 7
02 877 6 1034 7
02 878 6 1035 7
02 879 6 1036 7
02 880 6 1037 7
02 881 6 1038 7
02 882 6 1039 7
02 883 6 1040 7
02 884 6 1041 7
02 885 6 1042 7
02 886 6 1043 7
02 887 6 1044 7
02 888 6 1045 7
02 889 6 1046 7
02 891 6 1047 7
02 892 6 1048 7
02 893 6 1049 7
02 894 6 1050 7
02 895 6 1051 7
02 896 6 1052 7
02 897 6 1053 7
02 898 6 1054 7
02 899 6 1055 7
02 900 6 1056 7
02 901 6 1057 7
02 902 6 1058 7
02 903 6 1059 7
02 904 6 1060 7
02 905 6 1061 7
02 906 6 1062 7
02 907 6 1063 7
02 908 6 1064 7
02 909 6 1065 7
02 910 6 1066 7
02 911 6 1067 7
02 912 6 1068 7
02 913 6 1069 7
02 914 6 1070 7
02 915 6 1071 7
02 916 6 1072 7
02 917 6 1073 7
02 918 6 1074 7
02 919 6 1075 7
02 920 6 1076 7
02 921 6 1077 7
02 922 6 1078 7
02 923 6 1079 7
02 924 6 1080 7
02 925 6 1081 7
02 926 6 1082 7
02 927 6 1083 7
02 928 6 1084 7
02 929 6 1085 7
02 930 6 1086 7
02 931 6 1087 7
02 932 6 1088 7
02 933 6 1089 7
02 934 6 1090 7
02 935 6 1091 7
02 936 6 1092 7
02 937 6 1093 7
02 938 6 1094 7
02 939 6 1095 7
02 940 6 1096 7
02 941 6 1097 7
02 942 6 1098 7
02 943 6 1099 7
02 944 6 1100 7
02 945 6 1101 7
02 946 6 1102 7
02 947 6 1103 7
02 948 6 1104 7
02 949 6 1105 7
02 950 6 1106 7
02 951 6 1107 7
02 952 6 1108 7
02 953 6 1109 7
02 954 6 1110 7
02 955 6 1111 7
02 956 6 1112 7
02 957 6 1113 7
02 958 6 1114 7
02 959 6 1115 7
02 960 6 1116 7
02 961 6 1117 7
02 962 6 1118 7
02 963 6 1119 7
02 964 6 1120 7
02 965 6 1121 7
02 966 6 1122 7
02 967 6 1123 7
02 968 6 1124 7
02 968 6 1126 7
02 969 6 1125 7
02 970 6 1127 7
02 971 6 1128 7
02 972 6 1129 7
02 973 6 1130 7
02 974 6 1131 7
02 974 6 1132 7
02 975 7 1133 8
02 976 7 1134 8
02 977 7 1135 8
02 978 7 1136 8
02 979 7 1137 8
02 980 7 1138 8
02 981 7 1139 8
02 982 7 1140 8
02 983 7 1141 8
02 984 7 1142 8
02 985 7 1143 8
02 986 7 1144 8
02 987 7 1145 8
02 988 7 1146 8
02 989 7 1147 8
02 990 7 1148 8
02 990 7 1149 8
02 991 7 1150 8
02 991 7 1151 8
02 992 7 1152 8
02 993 7 1153 8
02 994 7 1154 8
02 995 7 1155 8
02 996 7 1156 8
02 997 7 1157 8
02 998 7 1158 8
02 999 7 1159 8
02 1000 7 1160 8
02 1001 7 1161 8
02 1002 7 1162 8
02 1003 7 1163 8
02 1004 7 1164 8
02 1005 7 1165 8
02 1006 7 1166 8
02 1007 7 1167 8
02 1008 7 1168 8
02 1009 7 1169 8
02 1010 7 1170 8
02 1011 7 1171 8
02 1012 7 1172 8
02 1013 7 1173 8
02 1014 7 1174 8
02 1015 7 1175 8
02 1016 7 1176 8
02 1017 7 1177 8
02 1018 7 1178 8
02 1019 7 1179 8
02 1020 7 1180 8
02 1021 7 1181 8
02 1022 7 1182 8
02 1023 7 1183 8
02 1024 7 1184 8
02 1025 7 1185 8
02 1026 7 1186 8
02 1027 7 1187 8
02 1028 7 1188 8
02 1029 7 1189 8
02 1030 7 1190 8
02 1031 7 1191 8
02 1032 7 1192 8
02 1033 7 1193 8
02 1034 7 1194 8
02 1035 7 1195 8
02 1036 7 1196 8
02 1037 7 1197 8
02 1038 7 1198 8
02 1039 7 1199 8
02 1040 7 1200 8
02 1041 7 1201 8
02 1042 7 1202 8
02 1043 7 1203 8
02 1044 7 1204 8
02 1045 7 1205 8
02 1046 7 1206 8
02 1046 7 1207 8
02 1047 7 1208 8
02 1048 7 1209 8
02 1049 7 1210 8
02 1050 7 1211 8
02 1051 7 1212 8
02 1052 7 1213 8
02 1053 7 1214 8
02 1054 7 1215 8
02 1055 7 1216 8
02 1056 7 1217 8
02 1057 7 1218 8
02 1057 7 1219 8
02 1058 7 1220 8
02 1059 7 1221 8
02 1060 7 1222 8
02 1061 7 1223 8
02 1062 7 1224 8
02 1063 7 1225 8
02 1064 7 1226 8
02 1065 7 1227 8
02 1066 7 1229 8
02 1067 7 1230 8
02 1068 7 1231 8
02 1069 7 1232 8
02 1070 7 1233 8
02 1071 7 1234 8
02 1072 7 1228 8
02 1073 7 1235 8
02 1074 7 1236 8
02 1075 7 1237 8
02 1076 7 1238 8
02 1077 7 1239 8
02 1078 7 1240 8
02 1079 7 1241 8
02 1080 7 1242 8
02 1081 7 1243 8
02 1082 7 1244 8
02 1083 7 1245 8
02 1084 7 1246 8
02 1085 7 1247 8
02 1086 7 1248 8
02 1086 7 1249 8
02 1087 7 1250 8
02 1088 7 1251 8
02 1089 7 1252 8
02 1090 7 1253 8
02 1091 7 1254 8
02 1092 7 1255 8
02 1093 7 1256 8
02 1094 7 1257 8
02 1095 7 1258 8
02 1096 7 1259 8
02 1097 7 1260 8
02 1098 7 1261 8
02 1099 7 1262 8
02 1100 7 1263 8
02 1101 7 1264 8
02 1102 7 1265 8
02 1103 7 1266 8
02 1104 7 1267 8
02 1105 7 1268 8
02 1106 7 1269 8
02 1107 7 1270 8
02 1108 7 1271 8
02 1109 7 1272 8
02 1110 7 1273 8
02 1111 7 1274 8
02 1112 7 1275 8
02 1113 7 1276 8
02 1114 7 1277 8
02 1115 7 1278 8
02 1116 7 1279 8
02 1117 7 1280 8
02 1118 7 1282 8
02 1119 7 1283 8
02 1120 7 1284 8
02 1121 7 1285 8
02 1122 7 1286 8
02 1123 7 1287 8
02 1124 7 1288 8
02 1125 7 1289 8
02 1126 7 1290 8
02 1127 7 1291 8
02 1128 7 1293 8
02 1129 7 1292 8
02 1130 7 1294 8
02 1131 7 1295 8
02 1132 7 1296 8
02 1133 8 1297 9
02 1134 8 1298 9
02 1135 8 1299 9
02 1136 8 1300 9
02 1137 8 1301 9
02 1138 8 1302 9
02 1139 8 1303 9
02 1140 8 1304 9
02 1141 8 1305 9
02 1142 8 1306 9
02 1143 8 1307 9
02 1144 8 1308 9
02 1145 8 1309 9
02 1146 8 1310 9
02 1147 8 1311 9
02 1148 8 1312 9
02 1149 8 1313 9
02 1150 8 1314 9
02 1151 8 1315 9
02 1152 8 1316 9
02 1153 8 1317 9
02 1154 8 1318 9
02 1155 8 1319 9
02 1156 8 1320 9
02 1157 8 1321 9
02 1158 8 1322 9
02 1159 8 1323 9
02 1160 8 1324 9
02 1161 8 1325 9
02 1162 8 1326 9
02 1163 8 1327 9
02 1164 8 1328 9
02 1165 8 1329 9
02 1166 8 1330 9
02 1167 8 1331 9
02 1168 8 1332 9
02 1170 8 1333 9
02 1171 8 1334 9
02 1172 8 1335 9
02 1173 8 1336 9
02 1174 8 1337 9
02 1175 8 1338 9
02 1176 8 1339 9
02 1177 8 1340 9
02 1178 8 1341 9
02 1179 8 1342 9
02 1180 8 1343 9
02 1181 8 1344 9
02 1182 8 1345 9
02 1183 8 1346 9
02 1184 8 1347 9
02 1185 8 1348 9
02 1186 8 1349 9
02 1187 8 1350 9
02 1188 8 1351 9
02 1189 8 1352 9
02 1190 8 1353 9
02 1191 8 1354 9
02 1192 8 1355 9
02 1193 8 1356 9
02 1194 8 1357 9
02 1195 8 1358 9
02 1196 8 1359 9
02 1197 8 1360 9
02 1198 8 1361 9
02 1199 8 1362 9
02 1200 8 1363 9
02 1201 8 1364 9
02 1202 8 1365 9
02 1203 8 1366 9
02 1204 8 1367 9
02 1205 8 1368 9
02 1206 8 1369 9
02 1207 8 1370 9
02 1208 8 1371 9
02 1209 8 1372 9
02 1210 8 1373 9
02 1211 8 1374 9
02 1212 8 1375 9
02 1213 8 1376 9
02 1214 8 1377 9
02 1215 8 1378 9
02 1216 8 1379 9
02 1217 8 1380 9
02 1218 8 1381 9
02 1219 8 1382 9
02 1220 8 1383 9
02 1221 8 1384 9
02 1222 8 1385 9
02 1223 8 1386 9
02 1224 8 1387 9
02 1225 8 1388 9
02 1226 8 1389 9
02 1227 8 1390 9
02 1228 8 1391 9
02 1229 8 1392 9
02 1230 8 1393 9
02 1231 8 1394 9
02 1232 8 1395 9
02 1233 8 1396 9
02 1234 8 1397 9
02 1235 8 1398 9
02 1236 8 1399 9
02 1237 8 1400 9
02 1238 8 1401 9
02 1239 8 1402 9
02 1240 8 1403 9
02 1241 8 1404 9
02 1242 8 1405 9
02 1243 8 1406 9
02 1244 8 1407 9
02 1245 8 1408 9
02 1246 8 1409 9
02 1247 8 1410 9
02 1247 8 1411 9
02 1248 8 1412 9
02 1249 8 1413 9
02 1250 8 1414 9
02 1251 8 1415 9
02 1252 8 1416 9
02 1253 8 1417 9
02 1254 8 1418 9
02 1255 8 1419 9
02 1256 8 1420 9
02 1257 8 1421 9
02 1258 8 1422 9
02 1259 8 1423 9
02 1260 8 1424 9
02 1261 8 1425 9
02 1262 8 1426 9
02 1263 8 1427 9
02 1264 8 1428 9
02 1265 8 1429 9
02 1266 8 1430 9
02 1267 8 1431 9
02 1268 8 1432 9
02 1269 8 1433 9
02 1270 8 1434 9
02 1271 8 1435 9
02 1272 8 1436 9
02 1273 8 1437 9
02 1274 8 1438 9
02 1275 8 1439 9
02 1276 8 1440 9
02 1277 8 1441 9
02 1278 8 1442 9
02 1279 8 1443 9
02 1280 8 1444 9
02 1281 8 1445 9
02 1281 8 1446 9
02 1282 8 1447 9
02 1283 8 1448 9
02 1284 8 1449 9
02 1285 8 1450 9
02 1286 8 1451 9
